정류소명,정류소ID,승차건수(총합계),하차건수(총합계),승차건수(카드),하차건수(카드),승차건수(현금),일평균 승하차건수
문남초등학교,38214,2338,2405,2294,2405,44,158
문남초등학교,38216,3100,3705,3006,3705,94,226
문말3거리,44084,3,1,3,1,0,0
문말3거리,44169,1,0,0,0,1,0
문말삼거리,44001,318,41,312,41,6,11
문말삼거리,44002,24,391,23,391,1,13
문산교회앞,43340,20,30,15,30,5,1
문산교회앞,43589,35,15,28,15,7,1
문산리마을회관,43101,89,350,77,350,12,14
문일여고·하우스토리만수아파트,39313,1384,3945,1362,3945,22,177
문일여고·하우스토리만수아파트,39314,5732,884,5607,884,125,220
문일여자고등학교후문,39685,2159,3993,2099,3993,60,205
문학경기장(X게임장),37643,108,155,79,155,29,8
문학경기장(박태환수영장),38310,3453,2271,3421,2271,32,190
문학경기장(박태환수영장),38311,1209,3649,1186,3649,23,161
문학경기장(박태환수영장),38329,1313,1153,1268,1153,45,82
문학경기장(박태환수영장),38423,865,2076,848,2076,17,98
문학경기장(야구장),37144,4845,10229,4588,10229,257,502
문학경기장(월드컵경기장),37157,4407,9088,4204,9088,203,449
문학경로당,37087,4989,3257,4905,3257,84,274
문학경로당,37088,4304,3801,4109,3801,195,270
문학고개,37056,3127,2499,3043,2499,84,187
문학고개,37057,2761,3563,2665,3563,96,210
문학고개,37101,2968,4127,2895,4127,73,236
문학우체국,37520,4125,4739,3960,4739,165,295
문학우체국,37521,5812,3304,5713,3304,99,303
문학정보고입구,37107,4090,5657,3987,5657,103,324
문학정보고입구,37108,6093,2248,5927,2248,166,278
문학초등학교,37105,21452,8211,20979,8211,473,988
문학초등학교,37110,8541,15815,8283,15815,258,811
문현,43005,58,78,53,78,5,4
문현,43164,35,30,35,30,0,2
문현,43195,152,15,139,15,13,5
문현,43321,13,138,13,138,0,5
문화교회,40173,399,253,385,253,14,21
문화교회,40174,9485,10327,9299,10327,186,660
문화예술회관,39197,3728,6563,3693,6563,35,343
문화예술회관,39199,931,738,914,738,17,55
물류단지D블럭앞,35604,374,7,374,7,0,12
물류단지F블럭앞,35603,3,452,3,452,0,15
물왕TG(미정차),70223,1,0,1,0,0,0
미관광장,38508,2,80,2,80,0,2
미관광장,38512,23,15,23,15,0,1
미단교회사거리,35664,65,44,63,44,2,3
미단교회사거리,35665,11,24,11,24,0,1
미도아파트,37446,1086,1279,1080,1279,6,78
미도아파트,41027,10724,3347,10605,3347,119,469
미도아파트,41028,3885,10330,3797,10330,88,473
미래빌라,36088,6053,849,5899,849,154,230
미래빌라,36089,1416,4317,1389,4317,27,191
미래타운1.2단지,40683,4763,18482,4616,18482,147,774
미래타운1.2단지,40684,13483,2922,13319,2922,164,546
미래타운5단지,40672,1011,3990,996,3990,15,166
미래타운5단지501동,40662,5782,345,5726,345,56,204
미래타운5단지505동,40669,6679,3112,6509,3112,170,326
미래테크원,92015,2242,760,2227,760,15,100
미루지,43420,24,27,21,27,3,1
미루지,43522,58,20,56,20,2,2
미륭아파트,36138,3733,506,3658,506,75,141
미륭아파트,36139,550,3198,534,3198,16,124
미림극장,36008,1517,6587,1413,6587,104,270
미림극장,36009,8138,1992,7926,1992,212,337
미림극장입구,36141,134,281,126,281,8,13
미산초등학교,40378,7063,9650,6899,9650,164,557
미송초등학교,38654,15802,956,15441,956,361,558
미송초등학교(하행),38653,2027,8887,1905,8887,122,363
미주탕,42123,3260,10737,3186,10737,74,466
미주탕,42124,11271,5367,10968,5367,303,554
미추홀경찰서(장미아파트),37524,850,3722,809,3722,41,152
미추홀공원,38368,7798,2745,7604,2745,194,351
미추홀구청,37304,4593,3780,4428,3780,165,279
미추홀구청,37307,754,2343,746,2343,8,103
미추홀구청입구,37306,9011,17205,8870,17205,141,873
미추홀구청입구,37312,10321,11537,10075,11537,246,728
미추홀구평생학습관,37073,6284,5832,6165,5832,119,403
미추홀도서관·인천신월초등학교,39270,3957,8417,3856,8417,101,412
미추홀아파트,40250,117,462,114,462,3,19
미추홀아파트,40254,248,244,246,244,2,16
미추홀외고,39689,460,884,439,884,21,44
미추홀외고,39690,820,363,785,363,35,39
미추홀퍼스트(2단지),37220,8550,3300,8344,3300,206,395
미추홀퍼스트(2단지),37642,3430,8730,3291,8730,139,405
미추홀퍼스트2단지,37646,2594,392,2549,392,45,99
미추홀퍼스트3단지,37647,659,3089,637,3089,22,124
민머루해수욕장,90336,11,8,11,8,0,0
민방위교육장,38610,77,468,77,468,0,18
민방위교육장,38611,502,221,502,221,0,24
민방위교육장,39733,7901,2479,7810,2479,91,346
민방위교육장,39734,58,2395,48,2395,10,81
민방위교육장입구,41043,1982,5734,1922,5734,60,257
바로크아파트,42530,860,506,836,506,24,45
박공현,43228,36,3,33,3,3,1
박공현,43294,5,26,5,26,0,1
박문여자고등학교,39799,975,229,914,229,61,40
박문여자고등학교,39800,403,503,390,503,13,30
박문중학교,39844,454,157,433,157,21,20
박문중학교,39847,378,2890,368,2890,10,108
박문중학교정문,39860,3457,257,3351,257,106,123
박문중학교후문,39859,218,76,207,76,11,9
박물관앞,43668,18,135,18,135,0,5
박물관앞,43698,189,39,176,39,13,7
박촌마을입구,35670,154,13,144,13,10,5
박촌마을입구,35671,14,234,10,234,4,8
박촌역,41309,18072,23165,17758,23165,314,1374
박촌역,41310,17403,11951,17244,11951,159,978
반달마을.법원.검찰청,55014,1572,4108,1558,4108,14,189
반도유보라,42904,572,2271,548,2271,24,94
반도유보라,42905,2940,458,2831,458,109,113
반도유보라,42963,2077,790,1983,790,94,95
반도유보라,42985,3121,1507,3071,1507,50,154
반디모텔,44126,6,0,6,0,0,0
반디모텔,44170,0,1,0,1,0,0
반찬단지,89426,602,263,589,263,13,28
반찬단지,89427,726,207,716,207,10,31
반포역,31034,121,3477,121,3477,0,119
반포역,31035,5506,89,5504,89,2,186
발산초등학교(풍림아이원),42433,228,135,221,135,7,12
발전소삼거리,44115,85,140,80,140,5,7
발전소삼거리,44171,2,0,2,0,0,0
밝게,43990,15,1,15,1,0,0
밝게,43991,0,13,0,13,0,0
밤나무골,43022,62,124,57,124,5,6
밤나무골,43023,132,98,132,98,0,7
방개마을,90141,39,11,38,11,1,1
방개마을,90142,16,6,16,6,0,0
방아머리,62008,297,61,276,61,21,11
방아머리,62032,49,152,47,152,2,6
방아머리선착장,62007,52,417,51,417,1,15
방아머리제1주차장,62031,50,301,50,301,0,11
방아머리제1주차장,62041,466,73,452,73,14,17
방죽골,39763,2098,2850,2030,2850,68,164
방죽골,39764,980,2688,967,2688,13,122
방죽말,43027,70,89,69,89,1,5
방죽말,43214,48,122,39,122,9,5
방죽삼거리,39173,340,1071,332,1071,8,47
방죽삼거리,39174,711,476,690,476,21,39
방죽삼거리,42681,1796,591,1749,591,47,79
방죽삼거리,42683,424,1134,419,1134,5,51
방촌공원,40419,2541,2727,2515,2727,26,175
방축삼거리,36159,552,433,547,433,5,32
방파제입구,35048,8,970,3,970,5,32
방화동도시개발11단지,25026,987,54,956,54,31,34
방화중학교,25008,4520,128,4483,128,37,154
방화중학교,25009,35,1162,32,1162,3,39
배다리,35186,10542,18422,10392,18422,150,965
배다리삼거리,36006,11970,8879,11666,8879,304,694
배다리삼거리,36007,7471,8685,7236,8685,235,538
배다리성냥마을박물관,36167,11,25,11,25,0,1
배다리청과물시장,35184,4260,2810,4157,2810,103,235
배다리헌책방거리,36158,450,608,411,608,39,35
배수지입구,42774,583,10,554,10,29,19
백두아파트,42632,9021,4138,8830,4138,191,438
백련사입구,43419,22,60,22,60,0,2
백련사입구,43808,15,5,13,5,2,0
백련산입구,35773,5,2,4,2,1,0
백련산입구,35778,0,30,0,30,0,1
백마장입구,40389,10649,2713,10531,2713,118,445
백마장입구,40390,2437,9674,2396,9674,41,403
백마장입구,40399,17903,18952,17690,18952,213,1228
백마장입구,40407,8735,9025,8591,9025,144,592
백병원(송림패션몰),36151,373,58,360,58,13,14
백사장회센터,62033,15,164,14,164,1,5
백사장회센터,62039,191,31,189,31,2,7
백산아파트,38112,3386,4488,3180,4488,206,262
백산아파트,38113,3668,4152,3549,4152,119,260
백산아파트,38328,1906,1569,1836,1569,70,115
백석고가(하이마트),42381,3714,3155,3596,3155,118,228
백석고가(하이마트),42578,4086,3976,3964,3976,122,268
백석마을,35096,0,5,0,5,0,0
백석중.고등학교,42374,6700,3733,6457,3733,243,347
백석중.고등학교,42375,3919,6361,3757,6361,162,342
백석중사거리,89238,9,61,8,61,1,2
백석중사거리,89239,49,354,24,354,25,13
백승아파트,41383,124,569,91,569,33,23
백승아파트,41384,143,297,141,297,2,14
백암왕순대앞,38483,2167,1752,2118,1752,49,130
백영아파트,40058,10097,4888,9846,4888,251,499
백영아파트,41361,8011,63,7929,63,82,269
백운곡,43040,193,73,186,73,7,8
백운곡,43295,73,230,73,230,0,10
백운공원,40072,18,709,6,709,12,24
백운공원(부평아트센터),40075,663,4510,643,4510,20,172
백운공원(부평아트센터),40076,3481,1213,3382,1213,99,156
백운역,40079,14942,21414,14791,21414,151,1211
백운역,40080,25142,21483,24977,21483,165,1554
백운역,40081,58993,52161,58567,52161,426,3705
백운역,40716,12395,3036,12217,3036,178,514
백운역(파출소),40094,98,2157,96,2157,2,75
백운역(하행),40901,2479,8443,2447,8443,32,364
백운프라자,37181,4315,10098,4188,10098,127,480
백운프라자,37185,7387,4374,7213,4374,174,392
백조아파트,40386,310,764,306,764,4,35
백조아파트,40388,1378,734,1335,734,43,70
뱃말항,44172,0,5,0,5,0,0
뱅뱅사거리,31012,4,1963,4,1963,0,65
뱅뱅사거리,32001,2320,13,2320,13,0,77
버드러지,43428,18,20,18,20,0,1
버드러지,43476,102,25,96,25,6,4
번영로제1사거리,39113,269,1261,266,1261,3,51
번영로제3사거리,39036,1083,264,1068,264,15,44
번영로제3사거리,39037,222,1196,202,1196,20,47
벌말,43175,4,31,4,31,0,1
벌말,43297,59,1,57,1,2,2
벌판마을입구,35763,8,119,8,119,0,4
벌판마을입구,35764,124,60,123,60,1,6
범양상가,42118,4538,11175,4486,11175,52,523
범양상가,42122,10598,2394,10397,2394,201,433
범양아파트,42116,8865,2895,8655,2895,210,392
범양아파트(종점),42127,118,6,117,6,1,4
범허리종점,43974,59,46,53,46,6,3
법원,37130,300,1927,288,1927,12,74
법원,37131,1840,1139,1818,1139,22,99
법원.검찰청,37074,7557,5510,7448,5510,109,435
법원.검찰청.복사골문화센터.반달마을,55020,4226,2487,4143,2487,83,223
법원검찰청입구,37078,3569,4173,3486,4173,83,258
베어즈베스트골프장,89268,496,1332,489,1332,7,60
베어즈베스트골프장,89269,434,3320,430,3320,4,125
베어즈베스트청라GC,89046,71,198,69,198,2,8
베어즈베스트청라GC,89047,86,308,77,308,9,13
벧엘교회,39740,187,1449,147,1449,40,54
벽산.이삭아파트,39453,20752,26222,20601,26222,151,1565
벽산1차아파트,70023,131,1582,125,1582,6,57
벽산1차아파트,70024,2161,255,2105,255,56,80
벽산아파트,39459,2135,54,2093,54,42,72
벽산아파트,39549,19,3626,15,3626,4,121
벽산아파트(미추홀도서관),39273,13087,4129,12910,4129,177,573
벽산이삭아파트,39458,20460,12821,20239,12821,221,1109
별립산입구,43588,4,134,3,134,1,4
별립산입구,43778,97,0,77,0,20,3
병무청(학익풍림아이원),37013,48,28,43,28,5,2
병무청(학익풍림아이원),37671,20,1198,16,1198,4,40
병방사거리,41301,459,3208,437,3208,22,122
병방사거리,41303,6088,1945,5948,1945,140,267
병방초등학교,41302,663,964,651,964,12,54
병방초등학교,41304,1598,1235,1563,1235,35,94
병방초등학교(계양산전통시장),41299,17293,13808,17022,13808,271,1036
보건소,43626,1,59,1,59,0,2
보건환경연구원,35158,2330,2201,2263,2201,67,151
보람프라자앞,42442,28144,17375,27862,17375,282,1517
보릿고개,43517,26,390,22,390,4,13
보릿고개,43880,294,103,281,103,13,13
보무기,90165,22,53,20,53,2,2
보무기,90166,49,26,48,26,1,2
보문사,90206,1939,1561,1875,1561,64,116
보스턴힐,89461,2,14,2,14,0,0
보스턴힐,89462,1,14,1,14,0,0
보트비,89424,37,330,36,330,1,12
보트비,89425,159,39,157,39,2,6
보훈회관,39484,5400,8427,5307,8427,93,460
복사골문화센터.한아름마을,55026,2251,3857,2240,3857,11,203
복지회관,38079,2142,1304,2123,1304,19,114
복지회관,38080,1013,3632,962,3632,51,154
본향교회,39164,12877,2784,12596,2784,281,522
볼보트럭남인천사업소,35814,583,848,566,848,17,47
봉골,43535,16,3,15,3,1,0
봉골,43673,8,36,8,36,0,1
봉성(오상2리),43261,0,61,0,61,0,2
봉성(오상2리),43377,94,3,87,3,7,3
봉소리마을회관,43000,42,5,39,5,3,1
봉소리마을회관,90001,5,42,5,42,0,1
봉수초등학교,42980,78,459,78,459,0,17
봉수초등학교,42981,108,922,108,922,0,34
봉수파출소,42982,1036,1830,1029,1830,7,95
부개1동행정복지센터,40191,2889,6469,2843,6469,46,311
부개1동행정복지센터,40193,7745,4849,7536,4849,209,419
부개2동행정복지센터,40323,1736,513,1716,513,20,74
부개2파출소,40317,387,299,380,299,7,22
부개2파출소,40318,3437,4799,3299,4799,138,274
부개2파출소,40329,4513,1688,4404,1688,109,206
부개2파출소,40764,83,221,81,221,2,10
부개3동행정복지센터,40494,1510,302,1480,302,30,60
부개3동행정복지센터입구,40486,162,1305,157,1305,5,48
부개6단지후문.웅진플레이,55021,42,2205,33,2205,9,74
부개고입구,40345,4106,5003,3953,5003,153,303
부개고입구,40783,6270,2801,6161,2801,109,302
부개농협,40199,463,2454,433,2454,30,97
부개농협,40201,2672,946,2593,946,79,120
부개서초등학교,40243,1641,784,1628,784,13,80
부개성일아파트,40293,7563,3409,7398,3409,165,365
부개성일아파트,40301,5742,10883,5514,10883,228,554
부개여자고등학교,40421,3035,1311,3026,1311,9,144
부개여자고등학교,40422,2232,2375,2196,2375,36,153
부개여자고등학교,40423,8783,5147,8683,5147,100,464
부개여자고등학교,40428,3714,5640,3659,5640,55,311
부개역,40222,2433,9481,2335,9481,98,397
부개역,40223,7726,3895,7526,3895,200,387
부개역,40256,35777,19622,34825,19622,952,1846
부개우체국,40458,9449,6762,9331,6762,118,540
부개종합시장,40504,8796,3963,8625,3963,171,425
부개주공2단지,40772,456,714,448,714,8,39
부개주공3단지,40479,3140,1103,3100,1103,40,141
부개주공3단지정문,40460,424,759,411,759,13,39
부개주공3단지후문,40500,3828,6094,3763,6094,65,330
부개주공6단지,40442,3988,2389,3950,2389,38,212
부개주공6단지,40459,3725,3941,3707,3941,18,255
부개주공7단지,40385,7868,3542,7805,3542,63,380
부개주공7단지,40387,3500,5679,3469,5679,31,305
부광여자고등학교,40471,496,1693,485,1693,11,72
부광초등학교,40434,1316,4005,1268,4005,48,177
부광초등학교,40440,5239,1924,5105,1924,134,238
부근삼거리,43586,590,114,557,114,33,23
부근삼거리,43652,124,469,122,469,2,19
부대아래,90106,5,7,4,7,1,0
부대아래,90107,15,13,15,13,0,0
부대앞,18392,171,3,166,3,5,5
부대앞,18397,2,62,1,62,1,2
부대앞,38594,133,322,129,322,4,15
부대앞,41321,140,581,129,581,11,24
부대앞,41322,326,1034,324,1034,2,45
부대앞,41531,9,116,9,116,0,4
부대앞,41532,57,76,57,76,0,4
부대앞,42342,214,621,205,621,9,27
부대앞,42343,104,238,104,238,0,11
부대앞,43435,39,16,39,16,0,1
부대앞,43787,72,29,68,29,4,3
부동산입구,38278,2934,1417,2910,1417,24,145
부동산입구,38743,148,603,144,603,4,25
부명고.순천향대학병원,55036,1998,6072,1975,6072,23,269
부원여중·동아아파트,40202,5640,1937,5496,1937,144,252
부원여중·동아아파트,40208,1080,5108,1057,5108,23,206
부원중학교,40181,26736,16106,25956,16106,780,1428
부원중학교,40789,10757,28208,10524,28208,233,1298
부일여자중학교,40123,15748,2819,15620,2819,128,618
부천IC,57023,2738,2786,2717,2786,21,184
부천IC,57025,4062,2661,4021,2661,41,224
부천시청역1번출구,55061,2655,880,2654,880,1,117
부천시청역2번출구.현대백화점.이마트,55054,17642,7969,17476,7969,166,853
부천시청역3번출구.경기예고.현대백화점,55057,7788,10287,7768,10287,20,602
부천시청역4번출구.현대백화점.경기예고,55059,9457,7127,9388,7127,69,552
부천시청역5번출구,55060,1545,5004,1540,5004,5,218
부천실내체육관,55075,888,1680,883,1680,5,85
부천오정물류단지(중),57042,475,870,471,870,4,44
부천오정물류단지(중),57043,485,826,485,826,0,43
부천자동차검사소,57017,1032,1771,1018,1771,14,93
부천자동차검사소,57041,1455,1655,1451,1655,4,103
부천터미널소풍,55051,2163,8096,2146,8096,17,341
부천테크노파크1.2단지,57001,1623,2332,1615,2332,8,131
부천테크노파크1단지,57003,2099,2258,2086,2258,13,145
부평2동행정복지센터,40744,337,998,305,998,32,44
부평4동성당,40377,3234,2607,3142,2607,92,194
부평6동우체국,40186,1393,482,1364,482,29,62
부평6동행정복지센터,40906,5574,206,5319,206,255,192
부평LH1(2)단지,40160,6728,7661,6591,7661,137,479
부평LH1(2)단지,40161,5069,4558,4937,4558,132,320
부평SKVIEW해모로아파트,40282,589,517,568,517,21,36
부평SKVIEW해모로아파트,40285,711,665,706,665,5,45
부평감리교회,40148,1152,629,1100,629,52,59
부평경찰서,40468,47162,16958,46908,16958,254,2137
부평경찰서,40794,14242,40163,14152,40163,90,1813
부평구보건소,40372,5885,1968,5739,1968,146,261
부평구보건소,40373,2482,6599,2439,6599,43,302
부평구보건소,40858,2395,2124,2344,2124,51,150
부평구보건소,40890,3483,4296,3418,4296,65,259
부평구자활센터,40651,20735,2003,20267,2003,468,757
부평구자활센터,40658,446,11704,434,11704,12,405
부평구청,40462,36148,26442,35895,26442,253,2086
부평구청,40482,6518,4783,6466,4783,52,376
부평구청,40484,4414,5344,4334,5344,80,325
부평구청,40492,4947,16567,4873,16567,74,717
부평구청·부평세무서,40451,30003,38260,29769,38260,234,2275
부평구청역,40841,20701,4677,20622,4677,79,845
부평기적의도서관,40497,6775,3694,6621,3694,154,348
부평기적의도서관.삼부한신아파트,40490,3324,3678,3281,3678,43,233
부평남부역,40169,3812,5430,3770,5430,42,308
부평남부역입구,40170,6548,2908,6484,2908,64,315
부평남초등학교,40141,3775,2397,3644,2397,131,205
부평남초등학교앞,40136,2668,3641,2584,3641,84,210
부평농장,39772,209,772,209,772,0,32
